"timestamp","device_hostname","action","policy_id","rule_name","src_zone","dst_zone","src_interface","dst_interface","src_ip","dst_ip","nat_src_ip","nat_dst_ip","src_port","dst_port","nat_src_port","nat_dst_port","protocol","tcp_flags","bytes","packets","session_status","session_reason"
"2026-08-23 17:23:21.445","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","WORKSTATION","ether3","ether4","192.168.10.136","192.168.11.135","-","-","0","0","-","-","ICMP","-","80","1","closed","icmp-complete"
"2026-08-23 17:23:22.135","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.73","3.5.140.20","203.0.113.21","3.5.140.20","0","0","-","-","ICMP","-","716","4","closed","icmp-complete"
"2026-08-23 17:23:22.742","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.34","18.162.0.21","203.0.113.10","18.162.0.21","0","0","-","-","ICMP","-","176","1","closed","icmp-complete"
"2026-08-23 17:23:23.177","fw-edge-01","allow","1002","allow-dns","SERVER","CORP-WIFI","ether3","ether2","192.168.10.243","192.168.1.1","-","-","58144","53","-","-","UDP","-","480","4","closed","udp-flow-complete"
"2026-08-23 17:23:23.726","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.168","18.162.0.2","203.0.113.19","18.162.0.2","10869","123","38689","123","TCP","A","269","2","allowed","policy-allow"
"2026-08-23 17:23:23.907","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.30","99.79.0.2","203.0.113.22","99.79.0.2","53027","123","21372","123","TCP","PA","272","2","allowed","policy-allow"
"2026-08-23 17:23:24.477","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.120","192.168.10.202","-","-","0","0","-","-","ICMP","-","208","1","closed","icmp-complete"
"2026-08-23 17:23:24.488","fw-edge-01","allow","1010","allow-app-proxy","SERVER","SERVER","ether3","ether3","192.168.10.216","192.168.10.27","-","-","27245","8080","-","-","TCP","A","74750","115","allowed","policy-allow"
"2026-08-23 17:23:24.848","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.177","13.112.0.2","203.0.113.20","13.112.0.2","47743","8080","46970","8080","TCP","FA","420","6","closed","tcp-fin"
"2026-08-23 17:23:25.467","fw-edge-01","allow","1020","allow-outbound-temporary","CORP-WIFI","WAN","ether2","ether1","192.168.1.167","3.34.0.2","203.0.113.28","3.34.0.2","28767","42736","29138","42736","TCP","A","15922","19","allowed","policy-allow"
"2026-08-23 17:23:26.139","fw-edge-01","allow","1002","allow-dns","WORKSTATION","WAN","ether4","ether1","192.168.11.225","33.10.143.76","203.0.113.28","33.10.143.76","45869","53","29038","53","TCP","A","672","4","allowed","policy-allow"
"2026-08-23 17:23:26.273","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.45","192.168.10.138","-","-","0","0","-","-","ICMP","-","1080","8","closed","icmp-complete"
"2026-08-23 17:23:26.575","fw-edge-01","allow","1010","allow-app-proxy","SERVER","WAN","ether3","ether1","192.168.10.1","66.249.95.200","203.0.113.24","66.249.95.200","6924","8443","52814","8443","UDP","-","110286","99","closed","udp-flow-complete"
"2026-08-23 17:23:27.191","fw-edge-01","allow","1012","allow-east-west-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.118","192.168.10.174","-","-","24043","57753","-","-","TCP","S","120","2","started","tcp-syn"
"2026-08-23 17:23:27.737","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","WAN","ether2","ether1","192.168.1.216","198.51.100.1","203.0.113.20","198.51.100.1","60254","123","51090","123","TCP","PA","230","2","allowed","policy-allow"
"2026-08-23 17:23:28.225","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.73","192.168.1.124","-","-","44787","443","-","-","TCP","A","62826","74","allowed","policy-allow"
"2026-08-23 17:23:28.550","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.21","192.168.11.180","-","-","0","0","-","-","ICMP","-","700","5","closed","icmp-complete"
"2026-08-23 17:23:28.653","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.147","192.168.1.122","-","-","0","0","-","-","ICMP","-","812","4","closed","icmp-complete"
"2026-08-23 17:23:29.009","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.63","188.211.106.45","203.0.113.27","188.211.106.45","8935","8443","54317","8443","TCP","S","60","1","started","tcp-syn"
"2026-08-23 17:23:29.020","fw-edge-01","allow","1002","allow-dns","SERVER","WORKSTATION","ether3","ether4","192.168.10.45","192.168.11.124","-","-","49859","53","-","-","UDP","-","453","3","closed","udp-flow-complete"
"2026-08-23 17:23:29.517","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.247","13.107.129.5","203.0.113.25","13.107.129.5","0","0","-","-","ICMP","-","556","4","closed","icmp-complete"
"2026-08-23 17:23:29.626","fw-edge-01","allow","1012","allow-east-west-internal","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.72","192.168.11.69","-","-","50892","49598","-","-","UDP","-","18060","21","closed","udp-flow-complete"
"2026-08-23 17:23:30.093","fw-edge-01","allow","1012","allow-east-west-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.135","192.168.1.102","-","-","2255","31387","-","-","UDP","-","2020","5","closed","udp-flow-complete"
"2026-08-23 17:23:30.680","fw-edge-01","allow","1010","allow-app-proxy","SERVER","WAN","ether3","ether1","192.168.10.89","18.163.0.1","203.0.113.23","18.163.0.1","26713","8443","47633","8443","UDP","-","57174","78","closed","udp-flow-complete"
"2026-08-23 17:23:30.778","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","SERVER","ether2","ether3","192.168.1.48","192.168.10.155","-","-","49975","123","-","-","TCP","A","223","2","allowed","policy-allow"
"2026-08-23 17:23:31.315","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.1","192.168.10.28","-","-","0","0","-","-","ICMP","-","562","2","closed","icmp-complete"
"2026-08-23 17:23:31.502","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","SERVER","ether2","ether3","192.168.1.165","192.168.10.93","-","-","44238","53","-","-","TCP","A","765","3","allowed","policy-allow"
"2026-08-23 17:23:32.128","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.90","34.117.0.2","203.0.113.18","34.117.0.2","0","0","-","-","ICMP","-","160","1","closed","icmp-complete"
"2026-08-23 17:23:32.752","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.50","192.168.11.185","-","-","35335","53","-","-","TCP","A","705","3","allowed","policy-allow"
"2026-08-23 17:23:33.364","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.134","104.244.42.2","203.0.113.18","104.244.42.2","0","0","-","-","ICMP","-","64","1","closed","icmp-complete"
"2026-08-23 17:23:33.996","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","WAN","ether2","ether1","192.168.1.144","238.95.49.141","203.0.113.23","238.95.49.141","26241","8080","42893","8080","TCP","A","14274","18","allowed","policy-allow"
"2026-08-23 17:23:34.063","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.213","54.85.0.2","203.0.113.13","54.85.0.2","7124","8443","43463","8443","TCP","S","60","1","started","tcp-syn"
"2026-08-23 17:23:34.517","fw-edge-01","allow","1002","allow-dns","WORKSTATION","WAN","ether4","ether1","192.168.11.182","216.239.35.4","203.0.113.14","216.239.35.4","37071","53","50544","53","UDP","-","308","2","closed","udp-flow-complete"
"2026-08-23 17:23:35.095","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.232","192.168.11.242","-","-","0","0","-","-","ICMP","-","1566","6","closed","icmp-complete"
"2026-08-23 17:23:35.582","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WAN","ether4","ether1","192.168.11.88","52.47.0.2","203.0.113.15","52.47.0.2","48687","443","58865","443","UDP","-","84150","110","aged-out","udp-timeout"
"2026-08-23 17:23:35.991","fw-edge-01","allow","1012","allow-east-west-internal","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.13","192.168.1.110","-","-","4514","5490","-","-","UDP","-","34632","37","closed","udp-flow-complete"
"2026-08-23 17:23:36.011","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","WAN","ether4","ether1","192.168.11.63","13.107.6.152","203.0.113.11","13.107.6.152","7008","8443","28601","8443","TCP","A","5406","6","allowed","policy-allow"
"2026-08-23 17:23:36.096","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","WAN","ether2","ether1","192.168.1.213","3.5.140.20","203.0.113.17","3.5.140.20","44320","8443","59347","8443","UDP","-","60984","72","closed","udp-flow-complete"
"2026-08-23 17:23:36.549","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.20","192.168.1.107","-","-","23602","8443","-","-","TCP","A","25844","28","allowed","policy-allow"
"2026-08-23 17:23:37.203","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.224","53.33.109.206","203.0.113.13","53.33.109.206","21601","123","22203","123","UDP","-","223","2","aged-out","udp-timeout"
"2026-08-23 17:23:37.663","fw-edge-01","allow","1001","allow-web-browsing","CORP-WIFI","WAN","ether2","ether1","192.168.1.216","192.0.2.1","203.0.113.21","192.0.2.1","57066","443","57551","443","UDP","-","110276","76","closed","udp-flow-complete"
"2026-08-23 17:23:37.713","fw-edge-01","allow","1001","allow-web-browsing","SERVER","WAN","ether3","ether1","192.168.10.235","13.48.0.2","203.0.113.11","13.48.0.2","32729","443","39901","443","UDP","-","106106","106","closed","udp-flow-complete"
"2026-08-23 17:23:38.282","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.172","192.168.11.171","-","-","48668","443","-","-","TCP","A","55226","106","allowed","policy-allow"
"2026-08-23 17:23:38.813","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.92","18.162.0.2","203.0.113.14","18.162.0.2","0","0","-","-","ICMP","-","820","5","closed","icmp-complete"
"2026-08-23 17:23:38.978","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.228","40.92.15.255","203.0.113.26","40.92.15.255","0","0","-","-","ICMP","-","620","5","closed","icmp-complete"
"2026-08-23 17:23:39.016","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.43","185.60.112.1","203.0.113.24","185.60.112.1","0","0","-","-","ICMP","-","486","3","closed","icmp-complete"
"2026-08-23 17:23:39.240","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","SERVER","ether4","ether3","192.168.11.91","192.168.10.193","-","-","28423","8443","-","-","UDP","-","42150","30","aged-out","udp-timeout"
"2026-08-23 17:23:39.390","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.210","192.168.1.87","-","-","0","0","-","-","ICMP","-","290","2","closed","icmp-complete"
"2026-08-23 17:23:39.639","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.247","52.154.0.2","203.0.113.15","52.154.0.2","0","0","-","-","ICMP","-","194","2","closed","icmp-complete"
"2026-08-23 17:23:40.179","fw-edge-01","allow","1003","allow-ntp","SERVER","WAN","ether3","ether1","192.168.10.132","99.86.0.1","203.0.113.15","99.86.0.1","37376","123","30745","123","UDP","-","245","2","closed","udp-flow-complete"
"2026-08-23 17:23:40.492","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.129","13.107.18.11","203.0.113.11","13.107.18.11","0","0","-","-","ICMP","-","242","2","closed","icmp-complete"
"2026-08-23 17:23:40.865","fw-edge-01","allow","1010","allow-app-proxy","SERVER","WAN","ether3","ether1","192.168.10.196","192.181.27.107","203.0.113.26","192.181.27.107","25370","8443","40916","8443","UDP","-","50336","121","closed","udp-flow-complete"
"2026-08-23 17:23:41.553","fw-edge-01","deny","9001","deny-unknown-outbound","SERVER","WAN","ether3","ether1","192.168.10.60","15.164.0.2","-","-","6019","28381","-","-","TCP","PA","120","2","denied","policy-deny"
"2026-08-23 17:23:41.594","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WAN","ether4","ether1","192.168.11.237","3.5.140.20","203.0.113.13","3.5.140.20","57934","443","49783","443","UDP","-","95364","108","closed","udp-flow-complete"
"2026-08-23 17:23:41.734","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.135","54.85.0.2","203.0.113.17","54.85.0.2","0","0","-","-","ICMP","-","364","4","closed","icmp-complete"
"2026-08-23 17:23:41.932","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WAN","ether4","ether1","192.168.11.109","6.21.184.191","203.0.113.28","6.21.184.191","43869","443","22018","443","TCP","PA","45234","63","allowed","policy-allow"
"2026-08-23 17:23:42.344","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.228","192.168.11.28","-","-","0","0","-","-","ICMP","-","1162","7","closed","icmp-complete"
"2026-08-23 17:23:42.885","fw-edge-01","allow","1010","allow-app-proxy","SERVER","CORP-WIFI","ether3","ether2","192.168.10.191","192.168.1.50","-","-","4216","8080","-","-","UDP","-","29036","61","closed","udp-flow-complete"
"2026-08-23 17:23:43.605","fw-edge-01","allow","1020","allow-outbound-temporary","CORP-WIFI","WAN","ether2","ether1","192.168.1.122","14.12.103.187","203.0.113.29","14.12.103.187","57437","3342","45919","3342","TCP","PA","12760","40","allowed","policy-allow"
"2026-08-23 17:23:44.126","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.236","192.168.1.248","-","-","63449","8080","-","-","UDP","-","53136","41","closed","udp-flow-complete"
"2026-08-23 17:23:44.752","fw-edge-01","allow","1002","allow-dns","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.47","192.168.11.60","-","-","10129","53","-","-","TCP","A","436","2","aged-out","session-timeout"
"2026-08-23 17:23:45.230","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.206","192.168.11.118","-","-","0","0","-","-","ICMP","-","696","8","closed","icmp-complete"
"2026-08-23 17:23:45.347","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.254","192.168.11.181","-","-","48391","123","-","-","TCP","A","296","2","allowed","policy-allow"
"2026-08-23 17:23:45.908","fw-edge-01","allow","1001","allow-web-browsing","SERVER","SERVER","ether3","ether3","192.168.10.190","192.168.10.250","-","-","5414","443","-","-","TCP","A","84416","64","allowed","policy-allow"
"2026-08-23 17:23:46.158","fw-edge-01","allow","1002","allow-dns","WORKSTATION","SERVER","ether4","ether3","192.168.11.7","192.168.10.254","-","-","5390","53","-","-","TCP","S","120","2","started","tcp-syn"
"2026-08-23 17:23:46.279","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.191","229.103.21.24","203.0.113.18","229.103.21.24","0","0","-","-","ICMP","-","176","1","closed","icmp-complete"
"2026-08-23 17:23:46.960","fw-edge-01","allow","1010","allow-app-proxy","SERVER","SERVER","ether3","ether3","192.168.10.180","192.168.10.127","-","-","27892","8443","-","-","TCP","PA","22134","62","allowed","policy-allow"
"2026-08-23 17:23:47.659","fw-edge-01","allow","1020","allow-outbound-temporary","SERVER","WAN","ether3","ether1","192.168.10.87","77.88.55.80","203.0.113.14","77.88.55.80","37141","1540","36944","1540","UDP","-","11100","25","closed","udp-flow-complete"
"2026-08-23 17:23:47.966","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.14","105.63.167.1","203.0.113.12","105.63.167.1","0","0","-","-","ICMP","-","1722","7","closed","icmp-complete"
"2026-08-23 17:23:48.281","fw-edge-01","allow","1010","allow-app-proxy","WORKSTATION","SERVER","ether4","ether3","192.168.11.32","192.168.10.17","-","-","61219","8443","-","-","TCP","A","165000","120","allowed","policy-allow"
"2026-08-23 17:23:48.940","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.140","192.168.11.201","-","-","0","0","-","-","ICMP","-","1976","8","closed","icmp-complete"
"2026-08-23 17:23:49.487","fw-edge-01","allow","1002","allow-dns","WORKSTATION","WAN","ether4","ether1","192.168.11.82","13.64.0.1","203.0.113.17","13.64.0.1","39170","53","43247","53","TCP","PA","885","5","allowed","policy-allow"
"2026-08-23 17:23:49.913","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.254","192.168.1.118","-","-","17569","443","-","-","UDP","-","12114","18","aged-out","udp-timeout"
"2026-08-23 17:23:50.211","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.162","192.168.1.52","-","-","0","0","-","-","ICMP","-","876","4","closed","icmp-complete"
"2026-08-23 17:23:50.766","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","WORKSTATION","ether3","ether4","192.168.10.123","192.168.11.86","-","-","0","0","-","-","ICMP","-","980","5","closed","icmp-complete"
"2026-08-23 17:23:50.892","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","SERVER","ether2","ether3","192.168.1.42","192.168.10.126","-","-","29960","8080","-","-","UDP","-","92966","94","closed","udp-flow-complete"
"2026-08-23 17:23:51.363","fw-edge-01","allow","1006","allow-icmp-outbound","CORP-WIFI","WAN","ether2","ether1","192.168.1.60","185.94.188.1","203.0.113.14","185.94.188.1","0","0","-","-","ICMP","-","380","5","closed","icmp-complete"
"2026-08-23 17:23:51.676","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","WORKSTATION","ether3","ether4","192.168.10.166","192.168.11.45","-","-","0","0","-","-","ICMP","-","280","1","closed","icmp-complete"
"2026-08-23 17:23:52.024","fw-edge-01","allow","1002","allow-dns","WORKSTATION","SERVER","ether4","ether3","192.168.11.150","192.168.10.23","-","-","15772","53","-","-","UDP","-","832","4","closed","udp-flow-complete"
"2026-08-23 17:23:52.711","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.183","192.168.11.138","-","-","7002","443","-","-","UDP","-","25604","37","closed","udp-flow-complete"
"2026-08-23 17:23:53.129","fw-edge-01","allow","1006","allow-icmp-outbound","WORKSTATION","WAN","ether4","ether1","192.168.11.76","72.14.192.5","203.0.113.12","72.14.192.5","0","0","-","-","ICMP","-","2002","7","closed","icmp-complete"
"2026-08-23 17:23:53.242","fw-edge-01","allow","1002","allow-dns","CORP-WIFI","WAN","ether2","ether1","192.168.1.57","13.209.0.22","203.0.113.14","13.209.0.22","57693","53","45684","53","UDP","-","348","2","closed","udp-flow-complete"
"2026-08-23 17:23:53.930","fw-edge-01","allow","1012","allow-east-west-internal","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.33","192.168.1.145","-","-","22967","17793","-","-","UDP","-","20532","29","closed","udp-flow-complete"
"2026-08-23 17:23:54.577","fw-edge-01","allow","1012","allow-east-west-internal","WORKSTATION","WORKSTATION","ether4","ether4","192.168.11.188","192.168.11.135","-","-","13980","42197","-","-","TCP","A","9590","35","allowed","policy-allow"
"2026-08-23 17:23:54.816","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","CORP-WIFI","ether3","ether2","192.168.10.77","192.168.1.70","-","-","0","0","-","-","ICMP","-","1946","7","closed","icmp-complete"
"2026-08-23 17:23:55.496","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.229","185.60.112.1","203.0.113.13","185.60.112.1","27022","123","49383","123","UDP","-","203","2","closed","udp-flow-complete"
"2026-08-23 17:23:55.693","fw-edge-01","allow","1002","allow-dns","WORKSTATION","WAN","ether4","ether1","192.168.11.127","185.60.218.36","203.0.113.22","185.60.218.36","13641","53","48312","53","TCP","A","244","2","aged-out","session-timeout"
"2026-08-23 17:23:55.891","fw-edge-01","allow","1003","allow-ntp","WORKSTATION","WAN","ether4","ether1","192.168.11.35","18.200.0.11","203.0.113.25","18.200.0.11","39223","123","57075","123","TCP","FA","665","7","closed","tcp-fin"
"2026-08-23 17:23:56.090","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.111","192.0.2.1","203.0.113.20","192.0.2.1","0","0","-","-","ICMP","-","678","3","closed","icmp-complete"
"2026-08-23 17:23:56.257","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","SERVER","ether2","ether3","192.168.1.60","192.168.10.241","-","-","0","0","-","-","ICMP","-","1326","6","closed","icmp-complete"
"2026-08-23 17:23:56.349","fw-edge-01","allow","1002","allow-dns","SERVER","WAN","ether3","ether1","192.168.10.148","66.102.15.255","203.0.113.24","66.102.15.255","35188","53","25234","53","UDP","-","896","4","closed","udp-flow-complete"
"2026-08-23 17:23:56.711","fw-edge-01","allow","1001","allow-web-browsing","SERVER","WAN","ether3","ether1","192.168.10.130","35.186.0.1","203.0.113.14","35.186.0.1","33557","443","59324","443","UDP","-","108936","89","aged-out","udp-timeout"
"2026-08-23 17:23:57.076","fw-edge-01","allow","1010","allow-app-proxy","CORP-WIFI","WAN","ether2","ether1","192.168.1.109","34.188.106.101","203.0.113.22","34.188.106.101","30285","8080","39992","8080","TCP","FA","528","4","closed","tcp-fin"
"2026-08-23 17:23:57.149","fw-edge-01","allow","1012","allow-east-west-internal","WORKSTATION","CORP-WIFI","ether4","ether2","192.168.11.163","192.168.1.84","-","-","2714","16418","-","-","UDP","-","22036","28","closed","udp-flow-complete"
"2026-08-23 17:23:57.173","fw-edge-01","allow","1005","allow-icmp-internal","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.171","192.168.1.123","-","-","0","0","-","-","ICMP","-","1912","8","closed","icmp-complete"
"2026-08-23 17:23:57.641","fw-edge-01","allow","1003","allow-ntp","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.190","192.168.11.45","-","-","50904","123","-","-","UDP","-","197","2","closed","udp-flow-complete"
"2026-08-23 17:23:58.236","fw-edge-01","allow","1005","allow-icmp-internal","WORKSTATION","SERVER","ether4","ether3","192.168.11.178","192.168.10.152","-","-","0","0","-","-","ICMP","-","268","4","closed","icmp-complete"
"2026-08-23 17:23:58.842","fw-edge-01","allow","1006","allow-icmp-outbound","SERVER","WAN","ether3","ether1","192.168.10.86","31.13.64.5","203.0.113.11","31.13.64.5","0","0","-","-","ICMP","-","162","2","closed","icmp-complete"
"2026-08-23 17:23:59.387","fw-edge-01","allow","1005","allow-icmp-internal","SERVER","CORP-WIFI","ether3","ether2","192.168.10.200","192.168.1.34","-","-","0","0","-","-","ICMP","-","620","5","closed","icmp-complete"
"2026-08-23 17:23:59.683","fw-edge-01","allow","1001","allow-web-browsing","CORP-WIFI","CORP-WIFI","ether2","ether2","192.168.1.52","192.168.1.217","-","-","58741","443","-","-","UDP","-","35046","59","closed","udp-flow-complete"
"2026-08-23 17:23:59.973","fw-edge-01","allow","1001","allow-web-browsing","WORKSTATION","WAN","ether4","ether1","192.168.11.89","8.8.4.4","203.0.113.25","8.8.4.4","44409","443","36895","443","TCP","A","15900","20","allowed","policy-allow"
"2026-08-23 17:24:00.524","fw-edge-01","allow","1002","allow-dns","SERVER","WORKSTATION","ether3","ether4","192.168.10.12","192.168.11.230","-","-","13880","53","-","-","UDP","-","725","5","aged-out","udp-timeout"
"2026-08-23 17:24:00.622","fw-edge-01","allow","1012","allow-east-west-internal","CORP-WIFI","WORKSTATION","ether2","ether4","192.168.1.216","192.168.11.149","-","-","24277","8253","-","-","UDP","-","28760","40","closed","udp-flow-complete"
